EAN,NAME,PRICE
3560071263003,Epaule cuite standard,"1,85"
3270190022534,Pâte feuilletée CARREFOUR CLASSIC',"0,79"
3560071099251,Surimi saveur crabe SIMPL,"1,49"
3245413153647,Filets de harengs fumés doux CARREFOUR,"1,75"
3560070122165,Epinards en branches CARREFOUR CLASSIC',"1,19"
3560070354450,Flan  caramel CARREFOUR CLASSIC',"0,79"
3560071402815,Pain de mie sans sucres ajoutés CARREFOUR CLASSIC',"0,75"
3560070028054,Pommes de terre Duchesse CARREFOUR EXTRA,"0,99"
3560070134656,Pizza chèvre CARREFOUR ORIGINAL,"2,63"
3270190021582,Champignons de Paris émincés CARREFOUR,"1,95"
3560070731008,Pilon de poulet jaune,"5,19"
3560070730995,Pilon de poulet SIMPL,"4,15"
3560070536641,Lardons fumés SIMPL,"1,65"
3560070349869,Fromage Double Créme,"2,15"
3270190207924,Brioche tranchée CARREFOUR CLASSIC',"1,65"
3245412058776,Yaourt bifidus nature CARREFOUR CLASSIC',"0,85"
3560070336548,Glaces chocolat au lait amandes SIMPL,"2,05"
3270190022527,Pâte brisée CARREFOUR CLASSIC',"0,79"
3560071269661,Pains spéciaux Burger Maxi nature CARREFOUR CLASSIC',"0,99"
3560070948284,Saucisses cuite fumée SIMPL,"1,29"
3523680487123,Moules de corde Espagne  SIMPL,"5,99"
3276558453453,Tomates cerises allongées,"0,99"
3276550314899,Poivrons panachés rouge et vert,"0,99"
3276558403977,Oranges SIMPL,"0,99"
3276558403243,Citrons SIMPL,"0,99"
3276556237734,Gâteau Flan,1
2023040000005,Pain Boule CARREFOUR BIO,"1,79"
3245415992312,Haché au bœuf Simpl,"4,95"
3560071252793,Panaché CARREFOUR SENSATION,"2,59"
3560071191931,Bière blonde ultra forte KOENIGSBIER,"1,19"
3245411441920,Limonade Zéro CARREFOUR,"0,59"
3560070345724,Soda Zéro Carrefour Classic',"0,49"
3560070825271,Nectar de pomme SIMPL,"0,6"
3560070824700,Soda au cola Carrefour Classic',"0,83"
3560070559084,Limonade CARREFOUR CLASSIC',"0,78"
3270190005230,Soda Fresh Tonic Carrefour Sensation,"0,79"
3560070355143,Thé glacé saveur pêche SIMPL,"0,79"
3560071090951,Jus de raisin à base de concentré SIMPL,"0,95"
3560070823246,Jus d'orange sans pulpe 100% pur jus CARREFOUR EXTRA,"1,29"
3270190005100,Sirop grenadine CARREFOUR CLASSIC',"1,79"
3610883015274,Pelle balayette CARREFOUR,"3,35"
3616180203796,"Crayon de couleur x12, coloris assortis SIMPL","0,55"
3616182031335,Grille-pain BT870S-20 Blanc BLUESKY,"9,99"
3614611805205,Bouilloire sans fil BWK18-16 Blanc BLUESKY,"9,99"
6430052003393,Cylindre Echange CO² 60L,"28,9"
3616182031366,Mixeur plongeant 170W blanc/gris BLUESKY,"7,99"
3614612096992,Ecouteurs intra-auriculaires BEAR803WH BLUESKY,"2,99"
3614612096954,Ecouteurs intra-auriculaires  BEAR803BK - Noir BLUESKY,"2,99"
3609233169545,Pantoufles  homme bleu marine T40 TEX,"4,99"
3616180680795,Chaussons femme grises en fausse fourrure T35 TEX,"6,99"
3616182386213,Chaussons mules enfant marine T32 TEX BASIC,"4,99"
3616182386305,Mules garçon bleu marine T32 TEX BASIC,"4,99"
3614614604591,Chaussettes garçon marines et moutarde unies T27/30  1ER PRIX,"3,49"
3616474699298,Slip garçon bleu/gris 100% coton 10-12 ans TEX BASIC,"3,99"
3616474701618,Culotte fille blanc/gris/rose 100% coton 2/3 ans,"3,99"
3616474701670,Culotte fille jaune/blanc/gris 100% coton 2/3 ans,"3,99"
3616474701731,Culotte fille blanc/gris 100% coton 2/3 ans,"3,99"
3616475853491,Mi-chaussettes fille violet T27/30,"3,49"
3608141283862,Collant femme voile beige  20D T1 1ER PRIX,"1,69"
3609233108278,Slip femme écru clair T38/40 TEX,"4,99"
3609233108315,Slip femme noir T38/40 TEX,"4,99"
3613865510415,Slip femme rouge T38/40 TEX,"4,99"
3614614624100,Socquettes femmes  homme noir T35/37 1ER PRIX,"3,29"
3615004487978,Socquettes homme blanc T39/42 1ER PRIX,"3,99"
3615004487992,Mi-chaussettes 1ER PRIX,"3,99"
3615004488050,Mi-chaussettes homme noires invisibles T39/42 1ER PRIX,"3,99"
3616181079888,Boxer homme bleu marine T2,"6,99"
3616181079932,Boxer homme noir T2,"6,99"
3609232787429,Colle en bâton,"0,25"
3270190344599,"Cahier Lot de 5 ,17 x 22 cm, 96 pages, grands carreaux","1,69"
3609231283854,Radio-réveil BCR30 CARREFOUR,"9,89"
3614612076086,Casque audio arceau - BEAR831BK BLUESKY,"2,99"
3615004516678,Souris  filaire PSOM05BK Noir POSS,"3,99"
3616180113644,Micro casque filaire - PSBH200SL - Noir POSS,"3,99"
3616181024796,Clavier filaire   PSK301BK - Noir POSS,"5,99"
3616181717254,Cintre plastique 100% recyclé noir,"0,99"
3616473200891,Sèche-cheveux compact Pretty 2000 - NRHD2000-21 - Rose/Noir NALK AND REY,"12,99"
3700527308951,Câble de recharge  USB 2.0 - ML308951 - Blanc ML,"4,9"
3615004195743,"Surligneurs x4, coloris assortis","0,99"
3616474774001,Boîte de rangement 2L CARREFOUR,"0,99"
